word_counts,character_counts,avg_word_len,stop_word_len,mentions,hash_tags,numeric_counts,upper_counts,emails_counts,urls_counts
21,96,3.5714285714285716,9,1,0,0,1,0,0
6,26,3.3333333333333335,3,0,0,0,0,0,0
3,15,3.6666666666666665,2,0,0,0,0,0,0
1,10,9.0,0,1,0,0,0,0,0
15,83,4.533333333333333,7,1,0,0,0,0,0
7,39,4.571428571428571,3,0,0,0,0,0,0
11,72,5.545454545454546,2,1,0,0,0,0,0
3,18,5.0,1,0,0,0,0,0,0
15,53,2.533333333333333,10,0,0,0,0,0,0
4,20,4.0,1,0,0,0,1,0,0
4,20,4.0,0,0,0,0,1,0,0
8,50,5.125,2,1,0,0,0,0,0
11,56,4.090909090909091,5,0,1,0,0,0,0
23,121,4.260869565217392,10,1,0,0,1,0,0
10,47,3.7,5,0,0,0,0,0,0
22,136,5.136363636363637,6,0,0,0,0,0,0
6,36,5.0,3,0,0,0,0,0,0
8,45,4.625,3,1,0,0,0,0,0
5,40,6.8,2,0,0,0,0,0,0
18,75,3.1666666666666665,8,0,0,0,2,0,0
12,66,4.5,5,1,0,0,0,0,0
5,32,5.4,1,1,0,0,1,0,0
7,44,5.142857142857143,3,1,0,0,1,0,0
15,89,4.933333333333334,6,1,0,0,1,0,0
7,41,4.857142857142857,3,1,0,0,0,0,0
15,93,5.2,7,2,0,0,0,0,0
20,120,5.0,9,0,0,0,0,0,1
7,43,5.142857142857143,2,0,0,0,0,0,0
16,86,4.375,4,1,0,0,2,0,0
17,79,3.6470588235294117,6,1,0,0,3,0,0
6,33,4.5,2,0,0,0,1,0,0
19,94,3.9473684210526314,13,1,0,0,0,0,0
7,38,4.428571428571429,1,0,0,0,0,0,0
13,100,6.6923076923076925,6,1,0,0,0,0,1
9,61,5.777777777777778,4,0,0,0,0,0,0
24,134,4.583333333333333,9,1,0,0,0,0,0
24,130,4.416666666666667,14,1,0,0,0,0,0
12,54,3.5,6,0,0,0,0,0,0
17,117,5.882352941176471,6,1,0,0,0,0,0
16,96,5.0,4,1,0,0,0,0,0
11,64,4.818181818181818,2,1,0,0,1,0,0
7,36,4.142857142857143,1,0,0,0,1,0,0
17,92,4.411764705882353,8,0,0,0,1,0,0
20,106,4.3,7,0,0,0,1,0,0
18,80,3.4444444444444446,11,0,0,0,1,0,0
10,65,5.5,3,0,0,0,0,0,0
15,75,3.933333333333333,1,1,0,0,1,0,0
2,8,3.0,0,0,0,0,0,0,0
23,122,4.304347826086956,11,0,0,0,1,0,0
25,130,4.16,10,0,0,0,0,0,0
23,137,4.956521739130435,9,0,0,0,0,0,0
7,40,4.714285714285714,2,0,0,0,0,0,0
21,108,4.142857142857143,10,0,0,0,0,0,0
12,65,4.416666666666667,6,0,0,0,0,0,0
21,129,5.095238095238095,9,1,0,0,1,0,0
17,100,4.882352941176471,8,0,1,0,0,0,0
18,91,4.055555555555555,9,0,0,0,0,0,0
17,96,4.529411764705882,6,0,0,0,0,0,0
14,65,3.642857142857143,7,0,0,0,0,0,0
11,52,3.727272727272727,5,0,0,0,0,0,0
25,133,4.28,11,0,0,0,0,0,0
11,56,4.090909090909091,5,0,0,0,1,0,0
8,52,5.375,3,1,0,0,1,0,0
18,127,6.055555555555555,7,1,0,0,0,0,0
18,82,3.5555555555555554,10,0,0,0,0,0,0
6,42,6.0,0,1,0,0,0,0,0
7,40,4.714285714285714,3,1,0,0,0,0,0
9,46,4.111111111111111,1,0,0,0,2,0,0
15,92,5.0,4,1,0,0,1,0,0
26,135,4.1923076923076925,11,0,0,0,0,0,0
4,20,4.0,2,0,0,0,0,0,0
6,40,5.666666666666667,2,1,0,0,0,0,0
8,40,4.0,3,0,0,0,0,0,0
22,121,4.5,10,0,0,0,1,0,0
16,89,4.5625,5,1,0,0,0,0,0
22,107,3.8636363636363638,11,0,0,0,0,0,0
12,51,3.25,5,0,0,0,1,0,0
20,108,4.4,10,1,0,0,0,0,0
21,129,5.142857142857143,8,0,0,0,2,0,0
11,57,4.181818181818182,5,0,0,0,0,0,0
13,74,4.6923076923076925,7,0,0,0,0,0,0
11,51,3.6363636363636362,4,0,0,0,1,0,0
12,78,5.5,4,0,1,0,0,0,0
31,138,3.4516129032258065,18,0,0,0,0,0,0
6,36,5.0,1,0,0,0,0,0,0
7,28,3.0,3,0,0,0,2,0,0
17,88,4.176470588235294,8,1,0,0,1,0,0
4,30,6.5,1,0,0,0,1,0,0
28,125,3.4642857142857144,16,0,0,0,0,0,0
6,29,3.8333333333333335,4,1,0,0,0,0,0
9,65,6.222222222222222,3,1,0,0,0,0,0
15,72,3.7333333333333334,6,0,0,0,0,0,0
21,128,5.095238095238095,8,0,0,0,1,0,0
22,108,3.909090909090909,4,1,0,0,0,0,0
13,82,5.3076923076923075,5,0,0,0,0,0,0
18,92,4.111111111111111,6,0,0,0,1,0,0
14,59,3.2142857142857144,9,0,0,0,0,0,0
24,137,4.708333333333333,9,0,0,0,0,0,0
17,88,4.176470588235294,7,0,0,0,1,0,0
18,95,4.277777777777778,5,0,0,0,1,0,0
10,64,5.4,4,0,0,0,0,0,0
14,85,5.071428571428571,3,0,0,0,1,0,0
16,88,4.5,7,1,0,0,5,0,0
13,77,4.923076923076923,5,1,0,0,0,0,0
25,138,4.48,16,1,0,0,0,0,0
15,81,4.4,7,1,0,0,1,0,0
11,73,5.636363636363637,3,0,0,0,1,0,0
17,88,4.176470588235294,4,1,0,0,1,0,0
9,46,4.111111111111111,5,1,0,0,0,0,0
6,48,7.0,2,1,0,0,0,0,0
9,36,3.0,5,0,0,0,1,0,0
10,57,4.4,4,1,0,0,1,0,0
18,103,4.722222222222222,5,0,0,0,0,0,0
5,24,3.8,2,0,0,0,0,0,0
8,44,4.5,3,0,0,0,1,0,0
14,78,4.571428571428571,5,0,0,0,0,0,0
30,134,3.466666666666667,16,0,0,0,1,0,0
19,97,4.105263157894737,7,1,0,0,0,0,0
6,28,3.6666666666666665,4,0,0,0,0,0,0
10,61,5.1,4,1,0,0,0,0,0
3,12,3.0,2,0,0,0,0,0,0
16,87,4.4375,6,1,0,0,2,0,0
11,66,5.0,5,0,0,0,0,0,0
12,59,3.9166666666666665,4,0,0,0,1,0,0
6,34,4.666666666666667,4,0,0,0,1,0,0
6,30,4.0,3,0,0,0,0,0,0
4,35,7.75,1,1,0,0,0,0,0
21,94,3.4761904761904763,8,0,0,0,2,0,0
12,70,4.833333333333333,4,0,0,0,0,0,0
17,92,4.411764705882353,10,0,0,0,1,0,0
10,57,4.7,1,1,0,0,3,0,0
24,138,4.708333333333333,10,1,0,0,3,0,0
5,35,6.0,0,1,0,0,1,0,0
15,80,4.333333333333333,7,0,0,0,0,0,0
21,126,5.0,6,1,0,0,1,0,0
4,40,9.0,1,0,0,0,0,0,1
12,70,4.75,5,1,0,0,3,0,0
14,98,6.0,4,0,0,0,0,0,0
17,81,3.764705882352941,12,0,0,0,0,0,0
7,36,4.142857142857143,3,0,0,0,1,0,0
5,27,4.4,0,0,0,0,0,0,0
7,53,6.571428571428571,1,1,0,0,0,0,0
15,77,4.133333333333334,8,0,0,0,0,0,0
9,56,5.111111111111111,3,0,0,0,2,0,0
8,97,11.125,2,0,0,0,0,0,1
21,137,5.523809523809524,5,1,0,0,0,0,1
25,131,4.24,9,1,0,0,2,0,0
15,84,4.6,3,1,0,0,5,0,0
4,16,3.0,2,0,0,0,0,0,0
24,124,4.166666666666667,13,1,0,0,0,0,0
11,65,4.909090909090909,2,0,0,0,0,0,0
23,134,4.826086956521739,10,2,0,0,1,0,0
5,24,3.8,3,0,0,0,0,0,0
12,60,4.0,4,0,0,0,1,0,0
2,33,15.5,0,0,0,0,0,0,1
14,81,4.785714285714286,5,1,0,0,0,0,0
22,131,4.909090909090909,4,1,0,0,9,0,0
8,44,4.5,3,0,0,0,1,0,0
9,64,6.111111111111111,1,1,0,0,0,0,1
16,72,3.5,11,0,0,0,0,0,0
21,113,4.380952380952381,6,1,0,0,2,0,0
16,112,6.0,7,0,0,0,0,0,0
11,50,3.5454545454545454,3,0,0,0,0,0,0
15,73,3.8666666666666667,6,1,0,0,2,0,0
20,138,5.9,7,1,0,0,0,0,0
32,136,3.25,13,0,0,0,3,0,0
24,116,3.7083333333333335,11,1,0,0,2,0,0
26,138,4.3076923076923075,15,1,0,0,0,0,0
8,45,4.625,2,0,0,0,2,0,0
13,75,4.769230769230769,0,0,0,0,1,0,0
7,39,4.571428571428571,5,0,0,0,0,0,0
11,59,4.363636363636363,3,0,0,0,0,0,0
26,133,4.115384615384615,12,1,0,0,2,0,0
19,101,4.2631578947368425,3,2,0,0,4,0,0
5,35,6.0,0,1,0,0,0,0,0
19,101,4.2631578947368425,10,1,0,0,0,0,0
12,50,3.1666666666666665,4,0,0,0,1,0,0
24,135,4.583333333333333,6,1,0,0,2,0,0
10,104,9.4,3,0,0,0,1,0,0
16,88,4.5,11,1,0,0,0,0,0
13,66,4.076923076923077,6,1,0,0,1,0,0
12,65,4.416666666666667,3,0,0,0,0,0,0
9,48,4.333333333333333,6,0,0,0,0,0,0
21,104,3.9523809523809526,8,0,0,0,2,0,0
7,32,3.5714285714285716,4,0,0,0,0,0,0
5,35,6.0,2,0,0,0,1,0,0
7,48,5.857142857142857,3,1,0,0,0,0,0
17,100,4.882352941176471,3,1,0,0,2,0,0
13,57,3.3846153846153846,4,0,0,0,1,0,0
26,130,4.0,13,0,0,0,0,0,0
8,37,3.625,2,0,0,0,0,0,0
10,57,4.7,3,0,0,0,0,0,0
8,40,4.0,4,1,0,0,0,0,0
27,138,4.111111111111111,15,1,0,0,2,0,0
6,31,4.166666666666667,2,0,0,0,0,0,0
23,121,4.173913043478261,10,1,0,0,1,0,0
5,36,6.2,1,0,0,0,0,0,0
14,77,4.428571428571429,2,0,0,0,1,0,0
12,68,4.666666666666667,6,1,0,0,0,0,0
6,44,6.333333333333333,0,0,0,0,0,0,0
17,88,4.176470588235294,4,0,0,0,1,0,0
10,70,6.0,2,0,0,0,0,0,0
22,126,4.7272727272727275,8,0,0,0,0,0,0
6,24,3.0,4,0,0,0,0,0,0
22,134,5.045454545454546,10,1,0,0,1,0,0
9,41,3.5555555555555554,6,0,0,0,0,0,0
21,132,5.285714285714286,8,1,1,0,1,0,0
4,30,6.5,1,0,0,0,0,0,0
11,50,3.5454545454545454,0,1,0,0,0,0,0
16,76,3.75,7,0,0,0,0,0,0
10,74,6.3,4,1,0,0,1,0,0
5,43,7.6,0,1,0,0,0,0,0
24,136,4.583333333333333,9,1,0,0,0,0,0
5,57,10.4,0,0,0,0,1,0,1
15,80,4.333333333333333,4,0,0,0,1,0,0
19,107,4.631578947368421,6,2,0,0,3,0,0
4,14,2.5,1,0,0,0,1,0,0
7,49,6.0,3,1,0,0,0,0,0
9,39,3.3333333333333335,5,0,0,0,0,0,0
11,69,5.181818181818182,5,1,0,0,0,0,0
9,53,4.777777777777778,3,0,0,0,0,0,0
20,112,4.6,8,1,0,0,1,0,0
4,45,10.25,0,1,0,0,0,0,1
7,35,4.0,4,0,0,0,0,0,0
11,55,4.0,6,0,0,0,0,0,0
26,133,4.115384615384615,7,0,0,0,3,0,0
1,13,12.0,0,1,0,0,0,0,0
13,66,4.076923076923077,5,0,0,0,0,0,0
21,128,5.095238095238095,8,0,0,0,0,0,0
4,17,3.25,3,0,0,0,0,0,0
15,82,4.466666666666667,6,1,0,0,1,0,0
6,26,3.3333333333333335,3,0,0,0,1,0,0
19,123,5.473684210526316,8,1,0,0,0,0,0
6,24,3.0,3,0,0,0,1,0,0
13,68,4.230769230769231,2,0,0,0,0,0,0
19,85,3.473684210526316,10,0,0,0,2,0,0
10,53,4.3,4,0,0,0,0,0,0
22,129,4.863636363636363,8,1,0,0,1,0,0
14,83,4.928571428571429,5,0,0,0,0,0,0
26,136,4.230769230769231,8,1,0,0,3,0,0
15,73,3.8666666666666667,6,0,0,0,0,0,0
25,134,4.36,13,1,0,0,2,0,0
29,143,3.9310344827586206,11,0,0,0,1,0,0
12,69,4.666666666666667,4,0,0,0,0,0,0
11,57,4.181818181818182,2,0,0,0,0,0,0
11,62,4.636363636363637,1,1,0,0,1,0,0
24,132,4.5,10,1,0,0,2,0,0
10,51,4.1,5,0,0,0,0,0,0
10,67,5.6,4,0,0,0,0,0,0
19,87,3.5789473684210527,9,1,0,0,2,0,0
10,81,6.9,2,1,0,0,0,0,1
6,51,7.5,4,0,0,0,0,0,1
13,68,4.230769230769231,3,0,0,0,1,0,0
26,120,3.6153846153846154,12,0,0,0,2,0,0
32,135,3.21875,12,0,0,0,1,0,0
5,32,5.4,1,0,1,0,1,0,0
4,22,4.5,3,0,0,0,0,0,0
1,12,11.0,0,1,0,0,0,0,0
18,98,4.388888888888889,8,0,0,0,1,0,0
18,91,4.055555555555555,8,0,0,0,0,0,0
6,38,5.333333333333333,3,1,0,0,0,0,0
8,49,5.0,3,0,0,0,0,0,0
20,108,4.4,11,1,0,0,0,0,0
8,33,3.125,1,0,0,0,1,0,0
12,56,3.6666666666666665,0,0,0,0,0,0,0
7,33,3.7142857142857144,3,0,0,0,0,0,0
9,57,5.333333333333333,2,1,0,0,0,0,0
3,24,7.0,0,1,0,0,0,0,0
21,123,4.857142857142857,8,0,0,0,2,0,0
8,37,3.625,2,0,0,0,1,0,0
5,23,3.6,1,0,0,0,1,0,0
25,126,4.04,14,1,0,0,1,0,0
22,131,4.954545454545454,9,1,0,0,1,0,0
10,57,4.7,4,1,0,0,0,0,0
27,138,4.111111111111111,11,0,0,0,2,0,0
14,83,4.928571428571429,3,1,0,0,3,0,0
4,23,4.75,1,1,0,0,0,0,0
8,37,3.5,2,0,0,0,1,0,0
7,38,4.285714285714286,1,0,0,0,0,0,0
18,76,3.2222222222222223,6,0,0,0,0,0,0
11,51,3.6363636363636362,4,0,0,0,2,0,0
15,92,5.133333333333334,6,0,0,0,0,0,0
15,87,4.8,7,0,1,0,0,0,0
5,24,3.8,1,0,0,0,0,0,0
11,65,4.909090909090909,5,1,0,0,1,0,0
9,48,4.333333333333333,4,0,0,0,1,0,0
4,19,3.75,0,0,0,0,1,0,0
26,131,4.038461538461538,13,0,0,0,0,0,0
10,48,3.8,4,0,0,0,0,0,0
4,50,11.5,0,1,0,0,0,0,1
16,73,3.5625,6,0,0,0,1,0,0
13,59,3.5384615384615383,4,0,0,0,3,0,0
9,71,6.888888888888889,3,1,0,0,0,0,0
9,44,3.888888888888889,2,1,0,0,1,0,0
9,40,3.4444444444444446,5,0,0,0,0,0,0
7,43,5.142857142857143,2,0,0,0,0,0,0
20,111,4.55,9,0,0,0,0,0,0
13,72,4.538461538461538,5,0,0,0,0,0,0
9,52,4.777777777777778,4,1,0,0,0,0,0
20,118,4.9,6,0,0,0,0,0,0
23,117,4.086956521739131,7,0,0,0,0,0,0
26,120,3.6153846153846154,11,0,0,0,1,0,0
23,114,3.9565217391304346,13,1,0,0,2,0,0
19,103,4.421052631578948,11,0,0,0,0,0,0
3,22,6.333333333333333,1,1,0,0,0,0,0
5,36,6.2,0,1,0,0,3,0,0
12,115,8.583333333333334,1,0,0,0,0,0,1
22,131,4.954545454545454,1,1,0,0,0,0,0
5,34,5.8,2,1,0,0,0,0,0
7,43,5.142857142857143,1,1,0,0,1,0,0
12,77,5.416666666666667,7,1,0,0,0,0,0
24,125,4.208333333333333,13,0,0,0,0,0,0
12,83,5.916666666666667,3,1,0,0,0,0,0
8,48,5.0,2,1,0,0,1,0,0
2,15,6.5,0,0,0,0,0,0,0
15,73,3.8666666666666667,6,1,0,0,2,0,0
14,99,6.0,3,0,0,0,0,0,0
5,35,6.0,0,0,0,0,0,0,0
9,52,4.777777777777778,3,1,0,0,0,0,0
17,80,3.6470588235294117,9,0,0,0,0,0,0
4,29,6.25,0,0,0,0,0,0,0
8,45,4.625,4,0,0,0,0,0,0
24,117,3.875,15,0,0,0,0,0,0
21,108,4.142857142857143,12,0,0,0,1,0,0
13,73,4.615384615384615,6,0,0,0,0,0,0
20,107,4.3,7,1,0,0,0,0,0
27,134,3.962962962962963,14,0,0,0,1,0,0
10,42,3.2,3,1,0,0,0,0,0
6,73,11.166666666666666,0,1,0,0,1,0,0
18,95,4.277777777777778,6,0,0,0,1,0,0
26,122,3.6538461538461537,14,1,0,0,1,0,0
21,87,3.142857142857143,9,0,0,0,2,0,0
22,109,3.9545454545454546,7,1,0,0,0,0,0
16,93,4.8125,9,2,0,0,0,0,0
10,69,5.9,2,1,0,0,0,0,0
12,57,3.75,2,0,0,0,2,0,0
23,117,4.086956521739131,7,0,0,0,0,0,0
18,109,5.055555555555555,6,0,0,0,0,0,0
5,21,3.2,2,0,0,0,0,0,0
6,45,6.333333333333333,2,1,0,0,0,0,0
6,32,4.333333333333333,2,1,0,0,0,0,0
9,56,5.222222222222222,5,1,0,0,0,0,0
13,66,4.076923076923077,5,0,0,0,2,0,0
7,36,4.142857142857143,4,0,0,0,0,0,0
22,126,4.7272727272727275,7,0,0,0,0,0,0
6,32,4.333333333333333,2,0,0,0,0,0,0
17,81,3.764705882352941,10,1,0,0,0,0,0
12,60,4.0,5,0,0,0,0,0,0
11,50,3.5454545454545454,3,0,0,0,1,0,0
12,82,5.833333333333333,4,1,0,0,2,0,0
11,55,4.0,3,0,0,0,0,0,0
12,76,5.333333333333333,6,1,0,0,1,0,0
18,96,4.333333333333333,5,1,0,0,3,0,0
6,28,3.6666666666666665,1,0,0,0,1,0,0
9,58,5.444444444444445,4,1,0,0,0,0,0
16,86,4.25,4,1,0,0,3,0,0
23,132,4.739130434782608,10,1,0,0,1,0,0
16,97,5.0625,8,0,0,0,0,0,0
4,19,3.5,1,0,0,0,0,0,0
24,110,3.5833333333333335,12,0,0,0,2,0,0
2,10,4.0,1,0,0,0,0,0,0
20,113,4.6,6,0,0,0,0,0,0
7,38,4.285714285714286,1,0,0,0,1,0,0
10,54,4.2,3,0,0,0,0,0,0
22,134,5.090909090909091,5,1,0,0,0,0,0
18,96,4.333333333333333,9,0,0,0,0,0,0
9,43,3.7777777777777777,3,0,0,0,0,0,0
25,128,4.12,8,0,0,0,3,0,0
14,76,4.428571428571429,2,0,0,0,6,0,0
13,84,5.461538461538462,2,0,0,0,0,0,0
3,18,5.0,0,1,0,0,0,0,0
11,58,4.2727272727272725,6,1,0,0,0,0,0
14,93,5.642857142857143,3,1,0,0,4,0,0
7,38,4.428571428571429,3,0,0,0,0,0,0
19,114,5.0,8,0,0,0,0,0,0
13,87,5.6923076923076925,3,0,0,0,0,0,0
18,94,4.222222222222222,10,1,0,0,0,0,0
15,80,4.333333333333333,5,0,0,0,1,0,0
22,131,4.954545454545454,9,1,0,0,1,0,0
12,69,4.75,5,1,0,0,1,0,0
21,124,4.857142857142857,10,0,0,0,0,0,0
10,40,3.0,4,0,0,0,1,0,0
